|6.6.6
pyrolite_workman_hart2005.tab
           2
T(K)
   400.00360000000001
   19.999960000020000
         181
P(bar)
   15001.334999999999
   5114.9322988556905
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg
  1420.002        383276.       4622.458      0.2099186E-04   1251.384      11.615835       6.497711     -0.2816215E+07
  1440.002        383276.       4620.529      0.2102968E-04   1253.766      11.611507       6.493818     -0.2791118E+07
  1460.001        383276.       4618.624      0.2106667E-04   1256.167      11.606555       6.489859     -0.2766010E+07
  1480.001        383276.       4616.644      0.2128503E-04   1256.099      11.602305       6.485800     -0.2740918E+07
  1500.001        383276.       4614.665      0.2140687E-04   1257.443      11.597370       6.481450     -0.2715805E+07
  1520.001        383276.       4612.666      0.2144261E-04   1259.776      11.592371       6.477117     -0.2690640E+07
  1540.001        383276.       4610.687      0.2147796E-04   1262.084      11.587425       6.472690     -0.2665372E+07
  1560.001        383276.       4608.732      0.2151127E-04   1264.347      11.582674       6.468302     -0.2640139E+07
  1580.001        383276.       4606.774      0.2154353E-04   1266.524      11.578421       6.463925     -0.2614816E+07
  1600.001        383276.       4604.769      0.2157479E-04   1268.620      11.573630       6.459525     -0.2589407E+07
  1620.001        383276.       4602.796      0.2160465E-04   1270.663      11.568915       6.455167     -0.2564160E+07
  1640.001        383276.       4600.760      0.2163233E-04   1272.645      11.563493       6.450728     -0.2538584E+07
  1660.001        383276.       4598.757      0.2165846E-04   1274.495      11.558869       6.446291     -0.2513181E+07
  1680.001        383276.       4596.772      0.2168272E-04   1276.266      11.554289       6.441887     -0.2487668E+07
  1700.001        383276.       4594.809      0.2170458E-04   1277.815      11.549728       6.437477     -0.2462135E+07
  1720.001        383276.       4592.801      0.2172238E-04   1279.252      11.544990       6.433047     -0.2436525E+07
  1740.001        383276.       4590.833      0.2173943E-04   1275.875      11.539836       6.428599     -0.2411001E+07
  1760.001        383276.       4588.824      0.2179067E-04   1230.558      11.535006       6.423864     -0.2385846E+07
  1780.001        383276.       4586.784      0.2183243E-04   1231.798      11.529437       6.419005     -0.2361239E+07
  1800.001        383276.       4584.825      0.2187360E-04   1233.033      11.523671       6.414153     -0.2336662E+07
  1820.001        383276.       4582.779      0.2191518E-04   1234.261      11.518215       6.409262     -0.2311978E+07
  1840.001        383276.       4580.823      0.2195608E-04   1235.477      11.512085       6.404368     -0.2287275E+07
  1860.001        383276.       4578.750      0.2199745E-04   1236.678      11.506652       6.399457     -0.2262552E+07
  1880.001        383276.       4576.763      0.2203851E-04   1237.870      11.501172       6.394538     -0.2237784E+07
  1900.001        383276.       4574.771      0.2207983E-04   1239.049      11.495227       6.389612     -0.2213032E+07
  1920.001        383276.       4572.725      0.2212053E-04   1240.217      11.489547       6.384676     -0.2188254E+07
  1940.001        383276.       4570.668      0.2216147E-04   1241.389      11.483877       6.379714     -0.2163437E+07
  1960.000        383276.       4568.687      0.2220230E-04   1242.610      11.477940       6.374738     -0.2138601E+07
  1980.000        383276.       4566.611      0.2224362E-04   1243.759      11.472641       6.369743     -0.2113794E+07
  2000.000        383276.       4564.605      0.2228408E-04   1244.937      11.466624       6.364729     -0.2088815E+07
  2020.000        383276.       4562.565      0.2232495E-04   1246.099      11.461065       6.359716     -0.2063926E+07
  2040.000        383276.       4560.556      0.2236612E-04   1247.228      11.455032       6.354675     -0.2038926E+07
  2060.000        383276.       4558.510      0.2240663E-04   1248.401      11.448982       6.349693     -0.2014045E+07
  2080.000        383276.       4556.456      0.2244770E-04   1249.586      11.443710       6.344619     -0.1989016E+07
  2100.000        383276.       4554.423      0.2248837E-04   1250.706      11.437939       6.339583     -0.1964035E+07
  2120.000        383276.       4552.345      0.2252914E-04   1251.891      11.432011       6.334525     -0.1939011E+07
  2140.000        383276.       4550.310      0.2257015E-04   1253.009      11.426137       6.329416     -0.1914017E+07
  2160.000        383276.       4548.228      0.2261104E-04   1254.136      11.420295       6.324281     -0.1888932E+07
  2180.000        383276.       4546.156      0.2265185E-04   1255.290      11.414516       6.319184     -0.1863836E+07
  2200.000        383276.       4544.136      0.2269289E-04   1256.437      11.408709       6.314024     -0.1838695E+07
  2220.000        383276.       4542.037      0.2273382E-04   1257.574      11.402531       6.308908     -0.1813563E+07
  2240.000        383276.       4540.004      0.2277501E-04   1258.703      11.396451       6.303772     -0.1788363E+07
  2260.000        383276.       4537.923      0.2281645E-04   1259.841      11.390851       6.298621     -0.1763180E+07
  2280.000        383276.       4535.871      0.2285747E-04   1261.015      11.385097       6.293444     -0.1737989E+07
  2300.000        383276.       4533.822      0.2289818E-04   1262.132      11.378907       6.288187     -0.1712801E+07
  2320.000        383276.       4531.748      0.2293960E-04   1263.252      11.373074       6.283033     -0.1687562E+07
  2340.000        383276.       4529.583      0.2298094E-04   1264.414      11.366893       6.277747     -0.1662241E+07
  2360.000        383276.       4527.541      0.2302282E-04   1265.523      11.361171       6.272551     -0.1636964E+07
  2380.000        383276.       4525.492      0.2306425E-04   1266.674      11.355005       6.267297     -0.1611622E+07
  2400.000        383276.       4523.368      0.2310592E-04   1267.843      11.348809       6.261986     -0.1586269E+07
  2420.000        383276.       4521.260      0.2314786E-04   1268.980      11.343114       6.256695     -0.1560839E+07
  2440.000        383276.       4519.173      0.2318934E-04   1270.077      11.337047       6.251392     -0.1535508E+07
  2459.999        383276.       4517.101      0.2323127E-04   1271.217      11.330829       6.246097     -0.1510129E+07
  2479.999        383276.       4514.995      0.2327296E-04   1272.382      11.324637       6.240775     -0.1484629E+07
  2499.999        383276.       4512.851      0.2331526E-04   1273.548      11.318510       6.235422     -0.1459174E+07
  2519.999        383276.       4510.765      0.2335775E-04   1274.664      11.312422       6.230044     -0.1433708E+07
  2539.999        383276.       4508.703      0.2339994E-04   1275.786      11.306374       6.224668     -0.1408196E+07
  2559.999        383276.       4506.557      0.2344207E-04   1276.934      11.300373       6.219283     -0.1382701E+07
  2579.999        383276.       4504.414      0.2348445E-04   1278.113      11.294280       6.213866     -0.1357146E+07
  2599.999        383276.       4502.339      0.2352725E-04   1279.254      11.287883       6.208432     -0.1331570E+07
  2619.999        383276.       4500.237      0.2357026E-04   1280.375      11.281590       6.202994     -0.1305978E+07
  2639.999        383276.       4498.095      0.2361310E-04   1281.544      11.275639       6.197542     -0.1280378E+07
  2659.999        383276.       4495.967      0.2365603E-04   1282.705      11.269407       6.192088     -0.1254724E+07
  2679.999        383276.       4493.855      0.2369923E-04   1283.857      11.263184       6.186608     -0.1229069E+07
  2699.999        383276.       4491.725      0.2374223E-04   1285.003      11.257174       6.181094     -0.1203384E+07
  2719.999        383276.       4489.545      0.2378522E-04   1286.144      11.250523       6.175531     -0.1177660E+07
  2739.999        383276.       4487.412      0.2382873E-04   1287.291      11.244095       6.170043     -0.1151900E+07
  2759.999        383276.       4485.317      0.2387277E-04   1288.499      11.238367       6.164484     -0.1126118E+07
  2779.999        383276.       4483.172      0.2391657E-04   1289.620      11.231849       6.158918     -0.1100382E+07
  2799.999        383276.       4480.978      0.2396070E-04   1290.822      11.225375       6.153277     -0.1074582E+07
  2819.999        383276.       4478.841      0.2400474E-04   1292.015      11.218951       6.147679     -0.1048738E+07
  2839.999        383276.       4476.678      0.2404860E-04   1293.181      11.212555       6.142105     -0.1022893E+07
  2859.999        383276.       4474.558      0.2409283E-04   1294.355      11.206207       6.136433     -0.9970512E+06
  2879.999        383276.       4472.414      0.2413764E-04   1295.544      11.199891       6.130809     -0.9711550E+06
  2899.999        383276.       4470.223      0.2418254E-04   1296.723      11.193605       6.125141     -0.9452003E+06
  2919.999        383276.       4468.033      0.2422718E-04   1297.883      11.187356       6.119428     -0.9192226E+06
  2939.999        383276.       4465.888      0.2427200E-04   1299.064      11.181071       6.113725     -0.8932451E+06
  2959.998        383276.       4463.758      0.2431750E-04   1300.281      11.174589       6.107998     -0.8672610E+06
  2979.998        383276.       4461.568      0.2436246E-04   1301.423      11.167850       6.102299     -0.8412620E+06
  2999.998        383276.       4459.392      0.2440836E-04   1302.642      11.161756       6.096490     -0.8152196E+06
  3019.998        383276.       4457.228      0.2445364E-04   1303.854      11.154926       6.090750     -0.7891614E+06
  3039.998        383276.       4455.015      0.2449952E-04   1305.058      11.148678       6.084941     -0.7630996E+06
  3059.998        383276.       4452.837      0.2454566E-04   1306.257      11.142195       6.079118     -0.7369822E+06
  3079.998        383276.       4450.674      0.2459175E-04   1307.474      11.135381       6.073292     -0.7108329E+06
  3099.998        383276.       4448.472      0.2463797E-04   1308.712      11.128608       6.067436     -0.6846778E+06
  3119.998        383276.       4446.277      0.2468498E-04   1309.918      11.121881       6.061553     -0.6584547E+06
  3139.998        383276.       4444.041      0.2473161E-04   1311.150      11.115792       6.055672     -0.6322577E+06
  3159.998        383276.       4441.846      0.2477842E-04   1312.396      11.109417       6.049767     -0.6060046E+06
  3179.998        383276.       4439.645      0.2482543E-04   1313.600      11.102871       6.043845     -0.5797337E+06
  3199.998        383276.       4437.434      0.2487263E-04   1314.827      11.095930       6.037919     -0.5534657E+06
  3219.998        383276.       4435.223      0.2492000E-04   1316.103      11.088731       6.031975     -0.5271872E+06
  3239.998        383276.       4433.019      0.2496757E-04   1317.327      11.082200       6.025957     -0.5008340E+06
  3259.998        383276.       4430.810      0.2501592E-04   1318.564      11.075722       6.019965     -0.4744996E+06
  3279.998        383276.       4428.581      0.2506369E-04   1319.824      11.069264       6.013930     -0.4480921E+06
  3299.998        383276.       4426.373      0.2511190E-04   1321.098      11.062430       6.007907     -0.4216673E+06
  3319.998        383276.       4424.180      0.2516060E-04   1322.361      11.055452       6.001878     -0.3952520E+06
  3339.998        383276.       4421.958      0.2520901E-04   1323.573      11.049102       5.995767     -0.3688451E+06
  3359.998        383276.       4419.688      0.2525802E-04   1324.895      11.041987       5.989680     -0.3423427E+06
  3379.998        383276.       4417.451      0.2530727E-04   1326.170      11.034899       5.983557     -0.3157894E+06
  3399.998        383276.       4415.221      0.2535649E-04   1327.433      11.028213       5.977413     -0.2892440E+06
  3419.998        383276.       4412.982      0.2540569E-04   1328.710      11.021848       5.971252     -0.2627215E+06
  3439.998        383276.       4410.736      0.2545546E-04   1330.026      11.014878       5.965057     -0.2361665E+06
  3459.997        383276.       4408.477      0.2550542E-04   1331.321      11.007926       5.958877     -0.2094989E+06
  3479.997        383276.       4406.240      0.2555572E-04   1332.618      11.001013       5.952641     -0.1828392E+06
  3499.997        383276.       4404.002      0.2560632E-04   1333.923      10.994134       5.946374     -0.1561788E+06
  3519.997        383276.       4401.718      0.2565712E-04   1335.238      10.987283       5.940131     -0.1294794E+06
  3539.997        383276.       4399.454      0.2570789E-04   1336.575      10.979754       5.933868     -0.1028074E+06
  3559.997        383276.       4397.195      0.2575889E-04   1337.888      10.972713       5.927570     -0.7607285E+05
  3579.997        383276.       4394.943      0.2581012E-04   1339.196      10.965957       5.921240     -0.4928105E+05
  3599.997        383276.       4392.698      0.2586154E-04   1340.522      10.959222       5.914880     -0.2243996E+05
  3619.997        383276.       4390.403      0.2591339E-04   1341.855      10.951826       5.908510      0.4330102E+04
  3639.997        383276.       4388.112      0.2596558E-04   1343.198      10.944903       5.902107      0.3116297E+05
  3659.997        383276.       4385.827      0.2601806E-04   1344.554      10.938066       5.895680      0.5805363E+05
  3679.997        383276.       4383.550      0.2607075E-04   1345.930      10.930720       5.889237      0.8499791E+05
  3699.997        383276.       4381.243      0.2612337E-04   1347.312      10.923435       5.882760      0.1119013E+06
  3719.997        383276.       4378.957      0.2617642E-04   1348.663      10.916173       5.876287      0.1388446E+06
  3739.997        383276.       4376.684      0.2622984E-04   1350.004      10.908932       5.869805      0.1658366E+06
  3759.997        383276.       4374.376      0.2628322E-04   1351.427      10.901719       5.863261      0.1928894E+06
  3779.997        383276.       4372.079      0.2633729E-04   1352.802      10.894541       5.856678      0.2199682E+06
  3799.997        383276.       4369.772      0.2639156E-04   1354.187      10.887394       5.850096      0.2470461E+06
  3819.997        383276.       4367.445      0.2644580E-04   1355.609      10.880284       5.843534      0.2741104E+06
  3839.997        383276.       4365.161      0.2650026E-04   1357.024      10.873209       5.836906      0.3012346E+06
  3859.997        383276.       4362.856      0.2655524E-04   1358.435      10.865871       5.830246      0.3283878E+06
  3879.997        383276.       4360.529      0.2661061E-04   1359.840      10.858377       5.823558      0.3555685E+06
  3899.997        383276.       4358.171      0.2666585E-04   1361.239      10.851190       5.816845      0.3827872E+06
  3919.997        383276.       4355.860      0.2672132E-04   1362.680      10.843683       5.810129      0.4100075E+06
  3939.997        383276.       4353.552      0.2677714E-04   1364.137      10.836103       5.803395      0.4372581E+06
  3959.996        383276.       4351.199      0.2683370E-04   1365.590      10.828681       5.796613      0.4645886E+06
  3979.996        383276.       4348.859      0.2689025E-04   1367.035      10.821556       5.789812      0.4919246E+06
  3999.996        383276.       4346.522      0.2694702E-04   1368.475      10.814328       5.783000      0.5192684E+06
   400.004        388391.       4714.771      0.1424664E-04    877.927      11.902063       6.733819     -0.3872456E+07
   420.004        388391.       4713.403      0.1470332E-04    904.549      11.896714       6.729588     -0.3854650E+07
   440.004        388391.       4712.008      0.1511456E-04    928.797      11.892007       6.725316     -0.3836310E+07
   460.003        388391.       4710.544      0.1548589E-04    950.881      11.887271       6.720973     -0.3817504E+07
   480.003        388391.       4709.072      0.1582283E-04    971.038      11.882180       6.716476     -0.3798291E+07
   500.003        388391.       4707.572      0.1612957E-04    989.406      11.877179       6.711975     -0.3778686E+07
   520.003        388391.       4706.045      0.1640860E-04   1006.128      11.871711       6.707434     -0.3758729E+07
   540.003        388391.       4704.476      0.1666366E-04   1021.465      11.866543       6.702788     -0.3738435E+07
   560.003        388391.       4702.900      0.1689749E-04   1035.409      11.861410       6.698152     -0.3717843E+07
   580.003        388391.       4701.309      0.1711190E-04   1048.135      11.856042       6.693498     -0.3696999E+07
   600.003        388391.       4699.699      0.1730857E-04   1059.755      11.850765       6.688783     -0.3675936E+07
   620.003        388391.       4698.071      0.1748940E-04   1070.373      11.845779       6.684101     -0.3654638E+07
   640.003        388391.       4696.403      0.1765585E-04   1080.111      11.840191       6.679414     -0.3633153E+07
   660.003        388391.       4694.734      0.1780945E-04   1089.068      11.835245       6.674741     -0.3611399E+07
   680.003        388391.       4693.063      0.1795066E-04   1097.331      11.829749       6.670072     -0.3589598E+07
   700.003        388391.       4691.368      0.1808090E-04   1105.029      11.824366       6.665464     -0.3567535E+07
   720.003        388391.       4689.674      0.1820158E-04   1112.161      11.819119       6.660850     -0.3545365E+07
   740.003        388391.       4687.942      0.1831254E-04   1118.827      11.814006       6.656258     -0.3523041E+07
   760.003        388391.       4686.224      0.1841535E-04   1125.135      11.808764       6.651722     -0.3500647E+07
   780.003        388391.       4684.505      0.1851034E-04   1131.112      11.803360       6.647180     -0.3478076E+07
   800.003        388391.       4682.768      0.1859826E-04   1136.816      11.798420       6.642667     -0.3455409E+07
   820.003        388391.       4680.994      0.1867932E-04   1142.264      11.792866       6.638163     -0.3432585E+07
   840.003        388391.       4679.241      0.1875525E-04   1147.406      11.787664       6.633688     -0.3409677E+07
   860.003        388391.       4677.490      0.1882496E-04   1152.446      11.782863       6.629234     -0.3386685E+07
   880.003        388391.       4675.752      0.1888971E-04   1157.317      11.777553       6.624781     -0.3363591E+07
   900.003        388391.       4673.967      0.1894966E-04   1162.051      11.772340       6.620349     -0.3340369E+07
   920.003        388391.       4672.175      0.1900556E-04   1166.628      11.767222       6.615981     -0.3317143E+07
   940.003        388391.       4670.416      0.1905698E-04   1171.083      11.762193       6.611526     -0.3293714E+07
   960.002        388391.       4668.648      0.1910490E-04   1175.448      11.756647       6.607182     -0.3270296E+07
   980.002        388391.       4666.852      0.1914916E-04   1179.710      11.751789       6.602810     -0.3246718E+07
  1000.002        388391.       4665.060      0.1919075E-04   1183.897      11.746622       6.598412     -0.3223066E+07
  1020.002        388391.       4663.270      0.1922892E-04   1188.024      11.741317       6.594047     -0.3199355E+07
  1040.002        388391.       4661.460      0.1926483E-04   1192.085      11.736302       6.589730     -0.3175548E+07
  1060.002        388391.       4659.703      0.1929770E-04   1196.006      11.731067       6.585344     -0.3151708E+07
  1080.002        388391.       4657.883      0.1932790E-04   1199.931      11.726002       6.580976     -0.3127730E+07
  1100.002        388391.       4656.086      0.1935649E-04   1203.736      11.721003       6.576628     -0.3103698E+07
  1120.002        388391.       4654.259      0.1938269E-04   1207.536      11.715591       6.572264     -0.3079571E+07
  1140.002        388391.       4652.439      0.1940702E-04   1211.243      11.710653       6.567917     -0.3055369E+07
  1160.002        388391.       4650.644      0.1942917E-04   1214.932      11.705380       6.563585     -0.3031084E+07
  1180.002        388391.       4648.865      0.1944992E-04   1218.520      11.700185       6.559213     -0.3006789E+07
  1200.002        388391.       4647.151      0.3761543E-05   1256.298      11.694639       6.554645     -0.2982329E+07
  1220.002        388391.       4647.037      0.2004678E-04   1223.984      11.684196       6.547387     -0.2957022E+07
  1240.002        388391.       4646.538      0.2050311E-04   1225.952      11.675484       6.541058     -0.2931906E+07
  1260.002        388391.       4644.598      0.2054933E-04   1228.998      11.670821       6.537125     -0.2907351E+07
  1280.002        388391.       4642.721      0.2059390E-04   1231.974      11.666067       6.533179     -0.2882742E+07
  1300.002        388391.       4640.799      0.2063787E-04   1234.941      11.661754       6.529249     -0.2858086E+07
  1320.002        388391.       4638.862      0.2068026E-04   1237.771      11.657080       6.525349     -0.2833359E+07
  1340.002        388391.       4636.965      0.2072215E-04   1240.562      11.652806       6.521386     -0.2808615E+07
  1360.002        388391.       4635.027      0.2076319E-04   1243.254      11.648210       6.517477     -0.2783707E+07
  1380.002        388391.       4633.084      0.2080293E-04   1245.895      11.643692       6.513572     -0.2758806E+07
  1400.002        388391.       4631.184      0.2084177E-04   1248.509      11.639226       6.509649     -0.2733859E+07
  1420.002        388391.       4629.263      0.2087962E-04   1250.986      11.634828       6.505756     -0.2708947E+07
  1440.002        388391.       4627.333      0.2091734E-04   1253.442      11.630444       6.501842     -0.2683861E+07
  1460.001        388391.       4625.352      0.2112081E-04   1253.564      11.625712       6.497927     -0.2658726E+07
  1480.001        388391.       4623.422      0.2126127E-04   1254.652      11.621207       6.493668     -0.2633673E+07
  1500.001        388391.       4621.459      0.2129836E-04   1257.013      11.616539       6.489325     -0.2608573E+07
  1520.001        388391.       4619.499      0.2133422E-04   1259.445      11.611541       6.484993     -0.2583387E+07
  1540.001        388391.       4617.519      0.2136887E-04   1261.755      11.606590       6.480583     -0.2558180E+07
  1560.001        388391.       4615.529      0.2140219E-04   1263.937      11.601710       6.476275     -0.2532954E+07
  1580.001        388391.       4613.557      0.2143426E-04   1266.169      11.597214       6.471839     -0.2507614E+07
  1600.001        388391.       4611.573      0.2146508E-04   1268.303      11.592706       6.467511     -0.2482310E+07
  1620.001        388391.       4609.595      0.2149434E-04   1270.359      11.587962       6.463083     -0.2456859E+07
  1640.001        388391.       4607.629      0.2152214E-04   1272.280      11.582690       6.458730     -0.2431519E+07
  1660.001        388391.       4605.622      0.2154805E-04   1274.203      11.578058       6.454324     -0.2406031E+07
  1680.001        388391.       4603.632      0.2157228E-04   1275.903      11.573465       6.449909     -0.2380484E+07
  1700.001        388391.       4601.669      0.2159406E-04   1277.565      11.568934       6.445504     -0.2354983E+07
  1720.001        388391.       4599.665      0.2161186E-04   1279.034      11.564062       6.441098     -0.2329432E+07
  1740.001        388391.       4597.703      0.2162643E-04   1280.280      11.559623       6.436645     -0.2303809E+07
  1760.001        388391.       4595.704      0.2167184E-04   1230.053      11.554439       6.431973     -0.2278794E+07
  1780.001        388391.       4593.690      0.2171311E-04   1231.304      11.548620       6.427180     -0.2254207E+07
  1800.001        388391.       4591.697      0.2175387E-04   1232.505      11.542976       6.422312     -0.2229515E+07
  1820.001        388391.       4589.694      0.2179469E-04   1233.730      11.537534       6.417472     -0.2204906E+07
  1840.001        388391.       4587.669      0.2183596E-04   1234.945      11.531671       6.412611     -0.2180180E+07
  1860.001        388391.       4585.667      0.2187632E-04   1236.146      11.526188       6.407698     -0.2155501E+07
  1880.001        388391.       4583.684      0.2191713E-04   1237.335      11.520738       6.402808     -0.2130743E+07
  1900.001        388391.       4581.690      0.2195754E-04   1238.515      11.514823       6.397913     -0.2105995E+07
  1920.001        388391.       4579.665      0.2199824E-04   1239.686      11.509445       6.392982     -0.2081199E+07
  1940.001        388391.       4577.630      0.2203835E-04   1240.853      11.503740       6.388046     -0.2056389E+07
  1960.000        388391.       4575.637      0.2207881E-04   1242.025      11.498006       6.383114     -0.2031603E+07
  1980.000        388391.       4573.613      0.2211946E-04   1243.214      11.492268       6.378148     -0.2006678E+07
  2000.000        388391.       4571.552      0.2215958E-04   1244.353      11.486723       6.373195     -0.1981804E+07
  2020.000        388391.       4569.564      0.2219997E-04   1245.520      11.480903       6.368244     -0.1956991E+07
  2040.000        388391.       4567.539      0.2224048E-04   1246.665      11.475106       6.363251     -0.1932074E+07
  2060.000        388391.       4565.483      0.2228073E-04   1247.841      11.469276       6.358204     -0.1907067E+07
  2080.000        388391.       4563.431      0.2232057E-04   1248.949      11.463625       6.353201     -0.1882094E+07
  2100.000        388391.       4561.402      0.2236114E-04   1250.131      11.457662       6.348178     -0.1857125E+07
  2120.000        388391.       4559.388      0.2240142E-04   1251.251      11.451739       6.343117     -0.1832124E+07
  2140.000        388391.       4557.333      0.2244197E-04   1252.403      11.445855       6.338056     -0.1807062E+07
  2160.000        388391.       4555.279      0.2248246E-04   1253.568      11.440031       6.332977     -0.1782020E+07
  2180.000        388391.       4553.248      0.2252285E-04   1254.672      11.434245       6.327885     -0.1756940E+07
  2200.000        388391.       4551.194      0.2256330E-04   1255.808      11.428524       6.322849     -0.1731843E+07
  2220.000        388391.       4549.146      0.2260387E-04   1256.946      11.422835       6.317715     -0.1706730E+07
  2240.000        388391.       4547.088      0.2264447E-04   1258.074      11.417089       6.312554     -0.1681553E+07
  2260.000        388391.       4545.004      0.2268470E-04   1259.215      11.410978       6.307447     -0.1656425E+07
  2280.000        388391.       4542.954      0.2272520E-04   1260.364      11.405052       6.302275     -0.1631190E+07
  2300.000        388391.       4540.862      0.2276594E-04   1261.465      11.399311       6.297150     -0.1605989E+07
  2320.000        388391.       4538.785      0.2280708E-04   1262.585      11.393267       6.291943     -0.1580729E+07
  2340.000        388391.       4536.725      0.2284750E-04   1263.728      11.387355       6.286739     -0.1555463E+07
  2360.000        388391.       4534.680      0.2288819E-04   1264.852      11.381365       6.281486     -0.1530149E+07
  2380.000        388391.       4532.557      0.2292971E-04   1265.982      11.375575       6.276251     -0.1504850E+07
  2400.000        388391.       4530.538      0.2297062E-04   1267.144      11.369652       6.271063     -0.1479558E+07
  2420.000        388391.       4528.435      0.2301168E-04   1268.239      11.363366       6.265802     -0.1454188E+07
  2440.000        388391.       4526.342      0.2305294E-04   1269.353      11.357674       6.260562     -0.1428753E+07
  2459.999        388391.       4524.259      0.2309437E-04   1270.492      11.351507       6.255268     -0.1403412E+07
  2479.999        388391.       4522.112      0.2313563E-04   1271.624      11.345675       6.249916     -0.1377956E+07
  2499.999        388391.       4520.056      0.2317710E-04   1272.746      11.339558       6.244614     -0.1352546E+07
  2519.999        388391.       4517.944      0.2321869E-04   1273.880      11.333472       6.239321     -0.1327108E+07
  2539.999        388391.       4515.908      0.2326024E-04   1275.071      11.327420       6.233963     -0.1301592E+07
  2559.999        388391.       4513.785      0.2330230E-04   1276.173      11.321411       6.228587     -0.1276064E+07
  2579.999        388391.       4511.618      0.2334421E-04   1277.284      11.315377       6.223214     -0.1250501E+07
  2599.999        388391.       4509.548      0.2338654E-04   1278.467      11.309038       6.217841     -0.1224973E+07
  2619.999        388391.       4507.476      0.2342839E-04   1279.627      11.302658       6.212446     -0.1199432E+07
  2639.999        388391.       4505.334      0.2347065E-04   1280.710      11.296769       6.207023     -0.1173807E+07
  2659.999        388391.       4503.201      0.2351303E-04   1281.874      11.290549       6.201551     -0.1148090E+07
  2679.999        388391.       4501.086      0.2355570E-04   1283.028      11.284232       6.196107     -0.1122475E+07
  2699.999        388391.       4498.990      0.2359818E-04   1284.170      11.278510       6.190641     -0.1096856E+07
  2719.999        388391.       4496.810      0.2364084E-04   1285.308      11.271875       6.185181     -0.1071168E+07
  2739.999        388391.       4494.730      0.2368365E-04   1286.440      11.265817       6.179674     -0.1045417E+07
  2759.999        388391.       4492.588      0.2372662E-04   1287.646      11.259656       6.174110     -0.1019659E+07
  2779.999        388391.       4490.450      0.2376985E-04   1288.778      11.253214       6.168615     -0.9939114E+06
  2799.999        388391.       4488.326      0.2381316E-04   1289.955      11.246750       6.163071     -0.9681493E+06
  2819.999        388391.       4486.176      0.2385635E-04   1291.089      11.240318       6.157509     -0.9423251E+06
  2839.999        388391.       4484.033      0.2389976E-04   1292.236      11.234245       6.151905     -0.9164952E+06
  2859.999        388391.       4481.885      0.2394373E-04   1293.416      11.228188       6.146281     -0.8906421E+06
  2879.999        388391.       4479.720      0.2398780E-04   1294.588      11.221874       6.140689     -0.8647578E+06
  2899.999        388391.       4477.570      0.2403152E-04   1295.753      11.215466       6.135089     -0.8388752E+06
  2919.999        388391.       4475.430      0.2407571E-04   1296.919      11.208751       6.129382     -0.8129295E+06
  2939.999        388391.       4473.306      0.2412050E-04   1298.123      11.202557       6.123718     -0.7870109E+06
  2959.998        388391.       4471.103      0.2416455E-04   1299.303      11.196389       6.118079     -0.7610076E+06
  2979.998        388391.       4468.947      0.2420902E-04   1300.491      11.189972       6.112332     -0.7350298E+06
  2999.998        388391.       4466.818      0.2425405E-04   1301.662      11.183401       6.106610     -0.7089946E+06
  3019.998        388391.       4464.628      0.2429905E-04   1302.851      11.177117       6.100895     -0.6829478E+06
  3039.998        388391.       4462.427      0.2434412E-04   1304.054      11.170745       6.095143     -0.6568928E+06
  3059.998        388391.       4460.276      0.2438946E-04   1305.252      11.164028       6.089351     -0.6308081E+06
  3079.998        388391.       4458.098      0.2443461E-04   1306.443      11.157726       6.083563     -0.6047016E+06
  3099.998        388391.       4455.947      0.2448037E-04   1307.630      11.151278       6.077767     -0.5785119E+06
  3119.998        388391.       4453.765      0.2452625E-04   1308.882      11.144586       6.071923     -0.5523431E+06
  3139.998        388391.       4451.558      0.2457210E-04   1310.077      11.137902       6.066085     -0.5261860E+06
  3159.998        388391.       4449.354      0.2461825E-04   1311.283      11.131250       6.060222     -0.4999901E+06
  3179.998        388391.       4447.162      0.2466489E-04   1312.525      11.124622       6.054331     -0.4737358E+06
  3199.998        388391.       4444.969      0.2471190E-04   1313.762      11.118025       6.048439     -0.4474426E+06
  3219.998        388391.       4442.806      0.2475862E-04   1314.992      11.111467       6.042538     -0.4211280E+06
  3239.998        388391.       4440.573      0.2480544E-04   1316.213      11.104956       6.036565     -0.3948226E+06
  3259.998        388391.       4438.351      0.2485223E-04   1317.426      11.098485       6.030622     -0.3685304E+06
  3279.998        388391.       4436.158      0.2489925E-04   1318.665      11.091728       6.024674     -0.3422064E+06
  3299.998        388391.       4433.978      0.2494673E-04   1319.945      11.084622       6.018676     -0.3158092E+06
  3319.998        388391.       4431.738      0.2499473E-04   1321.194      11.078222       6.012644     -0.2893341E+06
  3339.998        388391.       4429.517      0.2504260E-04   1322.416      11.071876       6.006578     -0.2629036E+06
  3359.998        388391.       4427.308      0.2509087E-04   1323.662      11.065062       6.000512     -0.2364594E+06
  3379.998        388391.       4425.089      0.2513931E-04   1324.937      11.057985       5.994447     -0.2099690E+06
  3399.998        388391.       4422.848      0.2518764E-04   1326.237      11.051003       5.988374     -0.1834230E+06
  3419.998        388391.       4420.644      0.2523608E-04   1327.510      11.044792       5.982271     -0.1569380E+06
  3439.998        388391.       4418.408      0.2528516E-04   1328.792      11.037975       5.976134     -0.1303597E+06
